Unnamed: 0,L1,L2,L3,Counterion,Abbreviation_in_the_article,Charge,Max_wavelength(nm),PLQY,tau(s*10^-6),Solvent,DOI,Notes
753,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,C3,1.0,598.0,0.21,0.25,CH2Cl2,10.1039/C6DT03415B,
754,[C-]1=CC=C(C2=CC=CC=C2)C=C1C1=CC(C2=CC=CC=C2)=CC=N1,[C-]1=CC=C(C2=CC=CC=C2)C=C1C1=CC(C2=CC=CC=C2)=CC=N1,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,C4,1.0,620.0,0.144,0.42,CH2Cl2,10.1039/C6DT03415B,
755,[C-]1=CC=C(C2=CC=CC=C2)C=C1C1=CC=CC=N1,[C-]1=CC=C(C2=CC=CC=C2)C=C1C1=CC=CC=N1,C1=CC=C(C2=CC=NC(C3=CC(C4=CC=CC=C4)=CC=N3)=C2)C=C1,F[P-](F)(F)(F)(F)F,C5,1.0,625.0,0.173,0.29,CH2Cl2,10.1039/C6DT03415B,
756,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,C1=CC=C(C2=CC=NC(C3=CC(C4=CC=CC=C4)=CC=N3)=C2)C=C1,F[P-](F)(F)(F)(F)F,C6,1.0,605.0,0.265,0.27,CH2Cl2,10.1039/C6DT03415B,
757,[C-]1=CC=C(C2=CC=CC=C2)C=C1C1=CC(C2=CC=CC=C2)=CC=N1,[C-]1=CC=C(C2=CC=CC=C2)C=C1C1=CC(C2=CC=CC=C2)=CC=N1,C1=CC=C(C2=CC=NC(C3=CC(C4=CC=CC=C4)=CC=N3)=C2)C=C1,F[P-](F)(F)(F)(F)F,C7,1.0,627.0,0.178,0.32,CH2Cl2,10.1039/C6DT03415B,
758,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CCNC(=O)C1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(ppy-C4)2(bpy-Et)],1.0,521.0,0.11,0.28,CH2Cl2,10.1021/acs.inorgchem.5b00944,
759,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,CCNC(=O)C1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(pppy-C4)2(bpyEt)],1.0,531.0,0.18,4.37,CH2Cl2,10.1021/acs.inorgchem.5b00944,
760,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CCNC(=O)C1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(ppy)2(bpy-Et)],1.0,609.0,0.13,0.4,CH2Cl2,10.1021/acs.inorgchem.5b00944,
761,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,CCNC(=O)C1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(pppy)2(bpy-Et)],1.0,598.0,0.13,0.46,CH2Cl2,10.1021/acs.inorgchem.5b00944,
762,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CC1=CN=C2C(=C1C)C=CC1=C(C)C(C)=CN=C12,F[P-](F)(F)(F)(F)F,[Ir(ppy-C4)2(Me4phen)],1.0,518.0,0.47,1.82,CH2Cl2,10.1021/acs.inorgchem.5b00944,
763,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(ppy-C4)2(Me2bpy)],1.0,559.0,0.39,0.73,CH2Cl2,10.1021/acs.inorgchem.5b00944,
764,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,[Ir(ppy-C4)2(phen)],1.0,577.0,0.41,0.84,CH2Cl2,10.1021/acs.inorgchem.5b00944,
765,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C(C2=CC=NC3=C2C=CC2=C(C4=CC=CC=C4)C=CN=C23)C=C1,F[P-](F)(F)(F)(F)F,[Ir(ppy-C4)2(Ph2phen)],1.0,579.0,0.4,0.93,CH2Cl2,10.1021/acs.inorgchem.5b00944,
766,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,CC1=CN=C2C(=C1C)C=CC1=C(C)C(C)=CN=C12,F[P-](F)(F)(F)(F)F,[Ir(pppy-C4)2(Me4phen)],1.0,522.0,0.48,1.02,CH2Cl2,10.1021/acs.inorgchem.5b00944,
767,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(pppy-C4)2(Me2bpy)],1.0,553.0,0.44,1.33,CH2Cl2,10.1021/acs.inorgchem.5b00944,
768,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,[Ir(pppy-C4)2(phen)],1.0,561.0,0.45,1.17,CH2Cl2,10.1021/acs.inorgchem.5b00944,
769,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,CCCCNCC1=CC=C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)C=C1,C1=CC=C(C2=CC=NC3=C2C=CC2=C(C4=CC=CC=C4)C=CN=C23)C=C1,F[P-](F)(F)(F)(F)F,[Ir(pppy-C4)2(Ph2phen)],1.0,567.0,0.5,1.12,CH2Cl2,10.1021/acs.inorgchem.5b00944,
770,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,CC1=CN=C2C(=C1C)C=CC1=C(C)C(C)=CN=C12,F[P-](F)(F)(F)(F)F,[Ir(pppy)2(Me4-phen)],1.0,523.0,0.46,8.62,CH2Cl2,10.1021/acs.inorgchem.5b00944,
771,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(pppy)2(Me2-bpy)],1.0,555.0,0.44,1.22,CH2Cl2,10.1021/acs.inorgchem.5b00944,
772,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,[Ir(pppy)2(phen)],1.0,564.0,0.42,1.19,CH2Cl2,10.1021/acs.inorgchem.5b00944,
773,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,C1=CC=C(C2=CC=NC3=C2C=CC2=C(C4=CC=CC=C4)C=CN=C23)C=C1,F[P-](F)(F)(F)(F)F,[Ir(pppy)2(Ph2-phen)],1.0,571.0,0.51,1.07,CH2Cl2,10.1021/acs.inorgchem.5b00944,
774,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CCCCNCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CC1=CC=NC(C2=CC(C(=O)NCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(ppy-C4)2(bpybiotin)],1.0,494.0,0.24,1.92,CH2Cl2,10.1021/acs.inorgchem.5b00944,
775,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=CC=CC=N1,CC1=CC=NC(C2=CC(C(=O)NCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,[Ir(pppy)2(bpybiotin)],1.0,590.0,0.17,0.5,CH2Cl2,10.1021/acs.inorgchem.5b00944,
776,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,1,1.0,529.0,0.25,5.6,CH2Cl2,10.1002/chem.200390050,
777,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,2,1.0,529.0,0.26,5.73,CH2Cl2,10.1002/chem.200390050,
778,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,CC1=CN=C2C(=C1C)C=CC1=C(C)C(C)=CN=C12,F[P-](F)(F)(F)(F)F,3,1.0,532.0,0.27,5.35,CH2Cl2,10.1002/chem.200390050,
779,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C(C2=CC=NC3=C2C=CC2=C(C4=CC=CC=C4)C=CN=C23)C=C1,F[P-](F)(F)(F)(F)F,4,1.0,530.0,0.25,5.32,CH2Cl2,10.1002/chem.200390050,
780,[C-]1=CC=CC=C1N1C=CC=N1,[C-]1=CC=CC=C1N1C=CC=N1,C1=CN=C2C(=C1)C1=NC=CN=C1C1=CC=CN=C12,F[P-](F)(F)(F)(F)F,1a,1.0,566.0,0.34,0.75,CH2Cl2,10.1021/ic902465b,
781,[C-]1=CC=CC=C1N1C=CC=N1,[C-]1=CC=CC=C1N1C=CC=N1,CCCCNC(=O)C1=CN=C2C3=CC=CN=C3C3=NC=CC=C3C2=N1,F[P-](F)(F)(F)(F)F,1b,1.0,572.0,0.31,0.59,CH2Cl2,10.1021/ic902465b,
782,[C-]1=CC=CC2=CC=C3C=CC=NC3=C12,[C-]1=CC=CC2=CC=C3C=CC=NC3=C12,C1=CN=C2C(=C1)C1=NC=CN=C1C1=CC=CN=C12,F[P-](F)(F)(F)(F)F,2a,1.0,590.0,0.3,0.56,CH2Cl2,10.1021/ic902465b,
783,[C-]1=CC=CC2=CC=C3C=CC=NC3=C12,[C-]1=CC=CC2=CC=C3C=CC=NC3=C12,CCCCNC(=O)C1=CN=C2C3=CC=CN=C3C3=NC=CC=C3C2=N1,F[P-](F)(F)(F)(F)F,2b,1.0,601.0,0.13,0.37,CH2Cl2,10.1021/ic902465b,
784,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CN=C2C(=C1)C1=NC=CN=C1C1=CC=CN=C12,F[P-](F)(F)(F)(F)F,3a,1.0,555.0,0.47,1.54,CH2Cl2,10.1021/ic902465b,
785,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,CCCCNC(=O)C1=CN=C2C3=CC=CN=C3C3=NC=CC=C3C2=N1,F[P-](F)(F)(F)(F)F,3b,1.0,578.0,0.18,0.91,CH2Cl2,10.1021/ic902465b,
786,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,Ir1,1.0,522.0,0.96,0.66,CH3CN,10.1021/ic500070s,
787,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,Ir2,1.0,580.0,0.23,0.31,CH3CN,10.1021/ic500070s,
788,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,Ir3,1.0,590.0,0.27,0.36,CH3CN,10.1021/ic500070s,
789,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,C1=CC=C(C2=CC=NC3=C2C=CC2=C(C4=CC=CC=C4)C=CN=C23)C=C1,F[P-](F)(F)(F)(F)F,Ir4,1.0,602.0,0.29,0.43,CH3CN,10.1021/ic500070s,
790,[C-]1=CC=CC=C1N1C=CC=N1,[C-]1=CC=CC=C1N1C=CC=N1,O=C([O-])C1=CC2=CC=CC=C2C=N1,,1,0.0,532.0,0.06,8.5,CH2Cl2,10.1021/om049419e,
791,CC1=NN(C2=[C-]C=CC=C2)C=C1,CC1=NN(C2=[C-]C=CC=C2)C=C1,O=C([O-])C1=CC2=CC=CC=C2C=N1,,2,0.0,544.0,0.09,5.0,CH2Cl2,10.1021/om049419e,
792,CC1=CN(C2=[C-]C=CC=C2)N=C1,CC1=CN(C2=[C-]C=CC=C2)N=C1,O=C([O-])C1=CC2=CC=CC=C2C=N1,,3,0.0,537.0,0.07,6.9,CH2Cl2,10.1021/om049419e,
793,CC1=NN(C2=[C-]C=CC=C2)C(C)=C1,CC1=NN(C2=[C-]C=CC=C2)C(C)=C1,O=C([O-])C1=CC2=CC=CC=C2C=N1,,4,0.0,555.0,0.14,4.2,CH2Cl2,10.1021/om049419e,
794,CC1=C[C-]=C(N2C=CC=N2)C=C1,CC1=C[C-]=C(N2C=CC=N2)C=C1,O=C([O-])C1=CC2=CC=CC=C2C=N1,,5,0.0,542.0,0.09,7.1,CH2Cl2,10.1021/om049419e,
795,CC1=CC=[C-]C(N2C=CC=N2)=C1,CC1=CC=[C-]C(N2C=CC=N2)=C1,O=C([O-])C1=CC2=CC=CC=C2C=N1,,6,0.0,553.0,0.11,4.0,CH2Cl2,10.1021/om049419e,
796,CC1=CC=C[C-]=C1N1C=CC=N1,CC1=CC=C[C-]=C1N1C=CC=N1,O=C([O-])C1=CC2=CC=CC=C2C=N1,,7,0.0,540.0,0.08,6.3,CH2Cl2,10.1021/om049419e,
797,CC1=CC=[C-]C(N2C=C(C)C=N2)=C1,CC1=CC=[C-]C(N2C=C(C)C=N2)=C1,O=C([O-])C1=CC2=CC=CC=C2C=N1,,8,0.0,558.0,0.1,2.7,CH2Cl2,10.1021/om049419e,
798,[C-]1=CC=CC=C1N1C=CC=N1,[C-]1=CC=CC=C1N1C=CC=N1,O=C([O-])C1=NC=CC2=CC=CC=C12,,9,0.0,574.0,0.02,0.28,CH2Cl2,10.1021/om049419e,
799,CC1=NN(C2=[C-]C=CC=C2)C=C1,CC1=NN(C2=[C-]C=CC=C2)C=C1,O=C([O-])C1=NC=CC2=CC=CC=C12,,10,0.0,587.0,0.011,0.27,CH2Cl2,10.1021/om049419e,
800,CC1=CN(C2=[C-]C=CC=C2)N=C1,CC1=CN(C2=[C-]C=CC=C2)N=C1,O=C([O-])C1=NC=CC2=CC=CC=C12,,11,0.0,575.0,0.018,0.27,CH2Cl2,10.1021/om049419e,
801,CC1=NN(C2=[C-]C=CC=C2)C(C)=C1,CC1=NN(C2=[C-]C=CC=C2)C(C)=C1,O=C([O-])C1=NC=CC2=CC=CC=C12,,12,0.0,599.0,0.009,0.22,CH2Cl2,10.1021/om049419e,
802,CC1=C[C-]=C(N2C=CC=N2)C=C1,CC1=C[C-]=C(N2C=CC=N2)C=C1,O=C([O-])C1=NC=CC2=CC=CC=C12,,13,0.0,582.0,0.018,0.24,CH2Cl2,10.1021/om049419e,
803,CC1=CC=[C-]C(N2C=CC=N2)=C1,CC1=CC=[C-]C(N2C=CC=N2)=C1,O=C([O-])C1=NC=CC2=CC=CC=C12,,14,0.0,594.0,0.009,0.19,CH2Cl2,10.1021/om049419e,
804,CC1=CC=C[C-]=C1N1C=CC=N1,CC1=CC=C[C-]=C1N1C=CC=N1,O=C([O-])C1=NC=CC2=CC=CC=C12,,15,0.0,577.0,0.013,0.2,CH2Cl2,10.1021/om049419e,
805,CC1=CC=[C-]C(N2C=C(C)C=N2)=C1,CC1=CC=[C-]C(N2C=C(C)C=N2)=C1,O=C([O-])C1=NC=CC2=CC=CC=C12,,16,0.0,603.0,0.0009,0.16,CH2Cl2,10.1021/om049419e,
806,CC1=CC(C2=[C-]C=C(C(C)(C)C)C=C2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=C(C(C)(C)C)C=C2)=NC2=CC=CC=C12,CC(=O)/C=C(/C)[O-],,1,0.0,599.0,0.17,1.6,CH2Cl2,10.1021/ic050385s,
807,CC1=CC(C2=[C-]C=C(C(F)(F)F)C=C2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=C(C(F)(F)F)C=C2)=NC2=CC=CC=C12,CC(=O)/C=C(/C)[O-],,2,0.0,591.0,0.36,1.9,CH2Cl2,10.1021/ic050385s,
808,CC1=CC(C2=[C-]C=C(N(C)C)C=C2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=C(N(C)C)C=C2)=NC2=CC=CC=C12,CC(=O)/C=C(/C)[O-],,3,0.0,598.0,0.1,3.7,CH2Cl2,10.1021/ic050385s,
809,CC1=CC(C2=[C-]C=C(N(C3=CC=CC=C3)C3=CC=CC=C3)C=C2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=C(N(C3=CC=CC=C3)C3=CC=CC=C3)C=C2)=NC2=CC=CC=C12,CC(=O)/C=C(/C)[O-],,4,0.0,593.0,0.16,2.4,CH2Cl2,10.1021/ic050385s,
810,CC1=CC(C2=[C-]C=CC3=CC=CC=C23)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=CC3=CC=CC=C23)=NC2=CC=CC=C12,CC(=O)/C=C(/C)[O-],,5,0.0,634.0,0.18,1.8,CH2Cl2,10.1021/ic050385s,
811,CC1=CC(C2=[C-]C3=CC=CC=C3C3=CC=CC=C23)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C3=CC=CC=C3C3=CC=CC=C23)=NC2=CC=CC=C12,CC(=O)/C=C(/C)[O-],,6,0.0,663.0,0.29,3.3,CH2Cl2,10.1021/ic050385s,
812,CC1=C(C)N(C)C(C2=[C-]C=CC=C2)=N1,CC1=C(C)N(C)C(C2=[C-]C=CC=C2)=N1,CC(=O)/C=C(/C)[O-],,1a,0.0,522.0,0.047,0.145,CH2Cl2,10.1021/ic901834v,
813,CC1=C(C)N(C)C(C2=[C-]C=CC=C2)=N1,CC1=C(C)N(C)C(C2=[C-]C=CC=C2)=N1,CN(C)C1=CC=NC(C(=O)[O-])=C1,,1b,0.0,520.0,0.11,0.517,CH2Cl2,10.1021/ic901834v,
814,CC1=C(C)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,CC1=C(C)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,CC(=O)/C=C(/C)[O-],,2a,0.0,540.0,0.43,0.74,CH2Cl2,10.1021/ic901834v,
815,CC1=C(C)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,CC1=C(C)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,CN(C)C1=CC=NC(C(=O)[O-])=C1,,2b,0.0,539.0,0.22,1.635,CH2Cl2,10.1021/ic901834v,
816,CC1=C(C)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,CC1=C(C)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,O=C([O-])C1=CC=CC=N1,,2c,0.0,591.0,0.038,0.092,CH2Cl2,10.1021/ic901834v,
817,CC1=C(C)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,CC1=C(C)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,O=C([O-])CP(C1=CC=CC=C1)C1=CC=CC=C1,,2d,0.0,538.0,0.002,0.024,CH2Cl2,10.1021/ic901834v,
818,CC1=C(C)N(C)C(C2=[C-]C=C(Cl)C=C2Cl)=N1,CC1=C(C)N(C)C(C2=[C-]C=C(Cl)C=C2Cl)=N1,CC(=O)/C=C(/C)[O-],,3a,0.0,570.0,0.25,1.057,CH2Cl2,10.1021/ic901834v,
819,CC1=C(C2=CC=CC=C2)N(C)C(C2=[C-]C=CC=C2)=N1,CC1=C(C2=CC=CC=C2)N(C)C(C2=[C-]C=CC=C2)=N1,CC(=O)/C=C(/C)[O-],,4a,0.0,547.0,0.4,1.108,CH2Cl2,10.1021/ic901834v,
820,CC1=C(C2=CC=CC=C2)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,CC1=C(C2=CC=CC=C2)N(C2=CC=CC=C2)C(C2=[C-]C=CC=C2)=N1,CC(=O)/C=C(/C)[O-],,5a,0.0,551.0,0.95,1.89,CH2Cl2,10.1021/ic901834v,
821,CN1C(C2=CC=CC=C2)=CN=C1C1=[C-]C=CC=C1,CN1C(C2=CC=CC=C2)=CN=C1C1=[C-]C=CC=C1,CC(=O)/C=C(/C)[O-],,6a,0.0,557.0,0.32,0.662,CH2Cl2,10.1021/ic901834v,
822,CN1C=CN=C1C1=[C-]C=CC=C1,CN1C=CN=C1C1=[C-]C=CC=C1,CC(=O)/C=C(/C)[O-],,N966,0.0,570.0,0.015,0.029,CH2Cl2,10.1021/ic901834v,
823,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CN1C2=CC=CC=C2C2=CC=NC(C3=CC=CC=N3)=C21,F[P-](F)(F)(F)(F)F,IrM1,1.0,611.0,0.52,0.319,CH2Cl2,10.1039/C8DT00783G,
824,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CN1C2=CC=CC=C2C2=CC=NC(C3=CC=C4C=CC=CC4=N3)=C21,F[P-](F)(F)(F)(F)F,IrM2,1.0,646.0,0.54,0.378,CH2Cl2,10.1039/C8DT00783G,
825,[C-]1=CC=CC=C1C1=NC=CC2=CC=CC=C12,[C-]1=CC=CC=C1C1=NC=CC2=CC=CC=C12,CN1C2=CC=CC=C2C2=CC=NC(C3=CC=CC=N3)=C21,F[P-](F)(F)(F)(F)F,IrM3,1.0,594.0,0.19,0.544,CH2Cl2,10.1039/C8DT00783G,
826,[C-]1=CC=CC=C1C1=NC=CC2=CC=CC=C12,[C-]1=CC=CC=C1C1=NC=CC2=CC=CC=C12,CN1C2=CC=CC=C2C2=CC=NC(C3=CC=C4C=CC=CC4=N3)=C21,F[P-](F)(F)(F)(F)F,IrM4,1.0,645.0,0.41,0.347,CH2Cl2,10.1039/C8DT00783G,
827,CC1=CC(C)=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C1C,CC1=CC(C)=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C1C,CC(=O)/C=C(/C)[O-],,1,0.0,520.0,0.6,1.2,CH2Cl2,10.1021/acs.inorgchem.8b02818,
828,CC(C)[Si](C#CC1=CC=NC(C2=[C-]C=CC=C2)=C1)(C(C)C)C(C)C,CC(C)[Si](C#CC1=CC=NC(C2=[C-]C=CC=C2)=C1)(C(C)C)C(C)C,CC(=O)/C=C(/C)[O-],,2,0.0,586.0,0.65,1.2,CH2Cl2,10.1021/acs.inorgchem.8b02818,
829,CC(C)[Si](C#CC1=CC=C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1)(C(C)C)C(C)C,CC(C)[Si](C#CC1=CC=C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1)(C(C)C)C(C)C,CC(=O)/C=C(/C)[O-],,3,0.0,597.0,0.57,1.0,CH2Cl2,10.1021/acs.inorgchem.8b02818,
830,CC1=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=CC=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC1=CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=CC=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC(=O)/C=C(/C)[O-],,4,0.0,546.0,0.62,0.94,CH2Cl2,10.1021/acs.inorgchem.8b02818,
831,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#C[Si](C(C)C)(C(C)C)C(C)C,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#C[Si](C(C)C)(C(C)C)C(C)C,CC(=O)/C=C(/C)[O-],,5,0.0,521.0,0.66,1.01,CH2Cl2,10.1021/acs.inorgchem.8b02818,
832,CC(C)(C)C1=CC=C(C#CC2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1,CC(C)(C)C1=CC=C(C#CC2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1,CC(=O)/C=C(/C)[O-],,6,0.0,585.0,0.54,0.98,CH2Cl2,10.1021/acs.inorgchem.8b02818,
833,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=NC(C4=[C-]C=CC=C4)=C3)C=C2)C=C1,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=NC(C4=[C-]C=CC=C4)=C3)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,7,0.0,611.0,0.38,0.69,CH2Cl2,10.1021/acs.inorgchem.8b02818,
834,CC(C)(C)C1=CC=C(C#CC2=CC=C(C3=CC=NC(C4=[C-]C=CC=C4)=C3)C=C2)C=C1,CC(C)(C)C1=CC=C(C#CC2=CC=C(C3=CC=NC(C4=[C-]C=CC=C4)=C3)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,8,0.0,585.0,0.54,0.98,CH2Cl2,10.1021/acs.inorgchem.8b02818,
835,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=C(C4=CC=NC(C5=[C-]C=CC=C5)=C4)C=C3)C=C2)C=C1,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=C(C4=CC=NC(C5=[C-]C=CC=C5)=C4)C=C3)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,9,0.0,603.0,0.28,0.92,CH2Cl2,10.1021/acs.inorgchem.8b02818,
836,CC1=CC(C#CC2=CC=C(C(C)(C)C)C=C2)=CC=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC1=CC(C#CC2=CC=C(C(C)(C)C)C=C2)=CC=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC(=O)/C=C(/C)[O-],,10,0.0,558.0,0.57,0.88,CH2Cl2,10.1021/acs.inorgchem.8b02818,
